Date,Song,Artist
2017-11-08,Evolve,Imagine Dragons
2017-11-08,Lil Pump,Lil Pump
2017-11-08,American Teen,Khalid
2017-11-08,DAMN.,Kendrick Lamar
2017-11-08,The Bigger Artist,A Boogie Wit da Hoodie
2017-11-08,Thinking Out Loud,Young Dolph
2017-11-08,Greatest Hits,Tom Petty And The Heartbreakers
2017-11-08,17,XXXTENTACION
2017-11-08,Ctrl,SZA
2017-11-08,A Long Way From Your Heart,The Turnpike Troubadours
2017-11-15,Live In No Shoes Nation,Kenny Chesney
2017-11-15,Meaning Of Life,Kelly Clarkson
2017-11-15,Heartbreak On A Full Moon,Chris Brown
2017-11-15,Without Warning,21 Savage| Offset & Metro Boomin
2017-11-15,Stoney,Post Malone
2017-11-15,I Still Am,Yo Gotti
2017-11-15,4eva Is A Mighty Long Time,Big K.R.I.T.
2017-11-15,÷ (Divide),Ed Sheeran
2017-11-15,Super Slimey,Future & Young Thug
2017-11-15,Luv Is Rage 2,Lil Uzi Vert
2017-11-15,Beach House 3,Ty Dolla $ign
2017-11-15,Evolve,Imagine Dragons
2017-11-15,Lil Pump,Lil Pump
2017-11-15,Mr. Davis,Gucci Mane
2017-11-15,DAMN.,Kendrick Lamar
2017-11-15,Tell Me You Love Me,Demi Lovato
2017-11-15,American Teen,Khalid
2017-11-15,Beautiful Trauma,P!nk
2017-11-15,Under The Covers; Volume II,Ninja Sex Party
2017-11-15,Flicker,Niall Horan
2017-11-22,The Thrill Of It All,Sam Smith
2017-11-22,Red Pill Blues,Maroon 5
2017-11-22,Heartbreak On A Full Moon,Chris Brown
2017-11-22,Texoma Shore,Blake Shelton
2017-11-22,Without Warning,21 Savage| Offset & Metro Boomin
2017-11-22,Live In No Shoes Nation,Kenny Chesney
2017-11-22,Unapologetically,Kelsea Ballerini
2017-11-22,Sweet Southern Sugar,Kid Rock
2017-11-22,Stoney,Post Malone
2017-11-22,÷ (Divide),Ed Sheeran
2017-11-22,Luv Is Rage 2,Lil Uzi Vert
2017-11-22,NOW 64,Various Artists
2017-11-22,Evolve,Imagine Dragons
2017-11-22,Beautiful Trauma,P!nk
2017-11-22,American Teen,Khalid
2017-11-22,Lil Pump,Lil Pump
2017-11-22,DAMN.,Kendrick Lamar
2017-11-22,Meaning Of Life,Kelly Clarkson
2017-11-22,Tell Me You Love Me,Demi Lovato
2017-11-22,Mr. Davis,Gucci Mane
2017-11-29,reputation,Taylor Swift
2017-11-29,The Thrill Of It All,Sam Smith
2017-11-29,Heartbreak On A Full Moon,Chris Brown
2017-11-29,Stoney,Post Malone
2017-11-29,÷ (Divide),Ed Sheeran
2017-11-29,Without Warning,21 Savage| Offset & Metro Boomin
2017-11-29,Red Pill Blues,Maroon 5
2017-11-29,Synthesis,Evanescence
2017-11-29,Live In No Shoes Nation,Kenny Chesney
2017-11-29,Texoma Shore,Blake Shelton
2017-11-29,Luv Is Rage 2,Lil Uzi Vert
2017-11-29,Evolve,Imagine Dragons
2017-11-29,Lil Pump,Lil Pump
2017-11-29,DAMN.,Kendrick Lamar
2017-11-29,American Teen,Khalid
2017-11-29,Beautiful Trauma,P!nk
2017-11-29,A Pentatonix Christmas,Pentatonix
2017-11-29,NOW 64,Various Artists
2017-11-29,Mr. Davis,Gucci Mane
2017-11-29,The Bigger Artist,A Boogie Wit da Hoodie
2017-12-06,reputation,Taylor Swift
2017-12-06,The Rest Of Our Life,Tim McGraw & Faith Hill
2017-12-06,The Thrill Of It All,Sam Smith
2017-12-06,The Anthology: Part I; The First Five Years,Garth Brooks
2017-12-06,A Pentatonix Christmas,Pentatonix
2017-12-06,Beautiful Trauma,P!nk
2017-12-06,Red Pill Blues,Maroon 5
2017-12-06,Luv Is Rage 2,Lil Uzi Vert
2017-12-06,÷ (Divide),Ed Sheeran
2017-12-06,Stoney,Post Malone
2017-12-06,Heartbreak On A Full Moon,Chris Brown
2017-12-06,Evolve,Imagine Dragons
2017-12-06,Texoma Shore,Blake Shelton
2017-12-06,Without Warning,21 Savage| Offset & Metro Boomin
2017-12-06,DAMN.,Kendrick Lamar
2017-12-06,Lil Pump,Lil Pump
2017-12-06,Catch These Vibes,PnB Rock
2017-12-06,American Teen,Khalid
2017-12-06,Tell Me You Love Me,Demi Lovato
2017-12-06,Low In High School,Morrissey
2017-12-13,reputation,Taylor Swift
2017-12-13,A Pentatonix Christmas,Pentatonix
2017-12-13,The Thrill Of It All,Sam Smith
2017-12-13,The Anthology: Part I; The First Five Years,Garth Brooks
2017-12-13,÷ (Divide),Ed Sheeran
2017-12-13,Stoney,Post Malone
2017-12-13,Beautiful Trauma,P!nk
2017-12-13,Luv Is Rage 2,Lil Uzi Vert
2017-12-13,Christmas,Michael Buble
2017-12-13,Friday On Elm Street,Fabolous & Jadakiss
2017-12-13,Heartbreak On A Full Moon,Chris Brown
2017-12-13,Project Baby Two,Kodak Black
2017-12-13,Evolve,Imagine Dragons
2017-12-13,Red Pill Blues,Maroon 5
2017-12-13,DAMN.,Kendrick Lamar
2017-12-13,That's Christmas To Me,Pentatonix
2017-12-13,Without Warning,21 Savage| Offset & Metro Boomin
2017-12-13,American Teen,Khalid
2017-12-13,Lil Pump,Lil Pump
2017-12-13,The Rest Of Our Life,Tim McGraw & Faith Hill
2017-12-20,Songs Of Experience,U2
2017-12-20,From A Room: Volume 2,Chris Stapleton
2017-12-20,reputation,Taylor Swift
2017-12-20,÷ (Divide),Ed Sheeran
2017-12-20,A Pentatonix Christmas,Pentatonix
2017-12-20,Tell Me You Love Me,Demi Lovato
2017-12-20,The Thrill Of It All,Sam Smith
2017-12-20,Christmas,Michael Buble
2017-12-20,War & Leisure,Miguel
2017-12-20,The Anthology: Part I; The First Five Years,Garth Brooks
2017-12-20,Stoney,Post Malone
2017-12-20,That's Christmas To Me,Pentatonix
2017-12-20,Luv Is Rage 2,Lil Uzi Vert
2017-12-20,Heartbreak On A Full Moon,Chris Brown
2017-12-20,Evolve,Imagine Dragons
2017-12-20,DAMN.,Kendrick Lamar
2017-12-20,Project Baby Two,Kodak Black
2017-12-20,American Teen,Khalid
2017-12-20,Without Warning,21 Savage| Offset & Metro Boomin
2017-12-20,Merry Christmas,Mariah Carey
2017-12-27,What Makes You Country,Luke Bryan
2017-12-27,reputation,Taylor Swift
2017-12-27,÷ (Divide),Ed Sheeran
2017-12-27,A Pentatonix Christmas,Pentatonix
2017-12-27,Quality Control: Control The Streets; Vol. 1,Various Artists
2017-12-27,Double Or Nothing,Big Sean & Metro Boomin
2017-12-27,From A Room: Volume 2,Chris Stapleton
2017-12-27,The Thrill Of It All,Sam Smith
2017-12-27,Christmas,Michael Buble
2017-12-27,Stoney,Post Malone
2017-12-27,DAMN.,Kendrick Lamar
2017-12-27,The Anthology: Part I; The First Five Years,Garth Brooks
2017-12-27,Songs Of Experience,U2
2017-12-27,That's Christmas To Me,Pentatonix
2017-12-27,Luv Is Rage 2,Lil Uzi Vert
2017-12-27,You Make It Feel Like Christmas,Gwen Stefani
2017-12-27,Evolve,Imagine Dragons
2017-12-27,Heartbreak On A Full Moon,Chris Brown
2017-12-27,Merry Christmas,Mariah Carey
2017-12-27,American Teen,Khalid
2018-01-03,Revival,Eminem
2018-01-03,reputation,Taylor Swift
2018-01-03,The Beautiful & Damned,G-Eazy
2018-01-03,÷ (Divide),Ed Sheeran
2018-01-03,A Pentatonix Christmas,Pentatonix
2018-01-03,Pressure,Jeezy
2018-01-03,The Thrill Of It All,Sam Smith
2018-01-03,What Makes You Country,Luke Bryan
2018-01-03,The Anthology: Part I; The First Five Years,Garth Brooks
2018-01-03,From A Room: Volume 2,Chris Stapleton
2018-01-03,Christmas,Michael Buble
2018-01-03,Star Wars: The Last Jedi (Soundtrack),London Symphony Orchestra (Williams)
2018-01-03,Stoney,Post Malone
2018-01-03,That's Christmas To Me,Pentatonix
2018-01-03,Saturation III,BrockHampton
2018-01-03,DAMN.,Kendrick Lamar
2018-01-03,Evolve,Imagine Dragons
2018-01-03,Luv Is Rage 2,Lil Uzi Vert
2018-01-03,Quality Control: Control The Streets; Vol. 1,Various Artists
2018-01-03,Heartbreak On A Full Moon,Chris Brown
2018-01-10,The Greatest Showman,Soundtrack
2018-01-10,÷ (Divide),Ed Sheeran
2018-01-10,reputation,Taylor Swift
2018-01-10,The Beautiful & Damned,G-Eazy
2018-01-10,DAMN.,Kendrick Lamar
2018-01-10,Revival,Eminem
2018-01-10,Evolve,Imagine Dragons
2018-01-10,Stoney,Post Malone
2018-01-10,Huncho Jack; Jack Huncho,Huncho Jack
2018-01-10,American Teen,Khalid
2018-01-10,Luv Is Rage 2,Lil Uzi Vert
2018-01-10,The Thrill Of It All,Sam Smith
2018-01-10,Tell Me You Love Me,Demi Lovato
2018-01-10,Heartbreak On A Full Moon,Chris Brown
2018-01-10,24K Magic,Bruno Mars
2018-01-10,Project Baby Two,Kodak Black
2018-01-10,More Life,Drake
2018-01-10,Quality Control: Control The Streets; Vol. 1,Various Artists
2018-01-10,Ctrl,SZA
2018-01-10,Pitch Perfect 3,Soundtrack
2018-01-17,The Greatest Showman,Soundtrack
2018-01-17,÷ (Divide),Ed Sheeran
2018-01-17,The Beautiful & Damned,G-Eazy
2018-01-17,24K Magic,Bruno Mars
2018-01-17,Stoney,Post Malone
2018-01-17,reputation,Taylor Swift
2018-01-17,Revival,Eminem
2018-01-17,DAMN.,Kendrick Lamar
2018-01-17,Huncho Jack; Jack Huncho,Huncho Jack
2018-01-17,The Thrill Of It All,Sam Smith
2018-01-17,Luv Is Rage 2,Lil Uzi Vert
2018-01-17,Evolve,Imagine Dragons
2018-01-17,American Teen,Khalid
2018-01-17,Heartbreak On A Full Moon,Chris Brown
2018-01-17,Project Baby Two,Kodak Black
2018-01-17,Tell Me You Love Me,Demi Lovato
2018-01-17,Quality Control: Control The Streets; Vol. 1,Various Artists
2018-01-17,Ctrl,SZA
2018-01-17,Without Warning,21 Savage| Offset & Metro Boomin
2018-01-17,Perception,NF
2018-01-24,Camila,Camila Cabello
2018-01-24,The Greatest Showman,Soundtrack
2018-01-24,÷ (Divide),Ed Sheeran
2018-01-24,Stoney,Post Malone
2018-01-24,reputation,Taylor Swift
2018-01-24,The Beautiful & Damned,G-Eazy
2018-01-24,DAMN.,Kendrick Lamar
2018-01-24,Revival,Eminem
2018-01-24,Luv Is Rage 2,Lil Uzi Vert
2018-01-24,Life Of A Dark Rose,Lil Skies
2018-01-24,24K Magic,Bruno Mars
2018-01-24,Huncho Jack; Jack Huncho,Huncho Jack
2018-01-24,Evolve,Imagine Dragons
2018-01-24,Vale,Black Veil Brides
2018-01-24,American Teen,Khalid
2018-01-24,Stars: The Best Of 1992-2002,The Cranberries
2018-01-24,The Thrill Of It All,Sam Smith
2018-01-24,Tell Me You Love Me,Demi Lovato
2018-01-24,Project Baby Two,Kodak Black
2018-01-24,Heartbreak On A Full Moon,Chris Brown
2018-01-31,M A N I A,Fall Out Boy
2018-01-31,The Greatest Showman,Soundtrack
2018-01-31,÷ (Divide),Ed Sheeran
2018-01-31,Camila,Camila Cabello
2018-01-31,Stoney,Post Malone
2018-01-31,DAMN.,Kendrick Lamar
2018-01-31,The Beautiful & Damned,G-Eazy
2018-01-31,Luv Is Rage 2,Lil Uzi Vert
2018-01-31,reputation,Taylor Swift
2018-01-31,24K Magic,Bruno Mars
2018-01-31,The Thrill Of It All,Sam Smith
2018-01-31,Life Of A Dark Rose,Lil Skies
2018-01-31,Evolve,Imagine Dragons
2018-01-31,Revival,Eminem
2018-01-31,American Teen,Khalid
2018-01-31,Kidz Bop 37,Kidz Bop Kids
2018-01-31,Huncho Jack; Jack Huncho,Huncho Jack
2018-01-31,Project Baby Two,Kodak Black
2018-01-31,Heartbreak On A Full Moon,Chris Brown
2018-01-31,Hallelujah Nights,LANCO
2018-02-07,Culture II,Migos
2018-02-07,The Greatest Showman,Soundtrack
2018-02-07,Common Ground,Above & Beyond
2018-02-07,24K Magic,Bruno Mars
2018-02-07,÷ (Divide),Ed Sheeran
2018-02-07,DAMN.,Kendrick Lamar
2018-02-07,Camila,Camila Cabello
2018-02-07,Stoney,Post Malone
2018-02-07,American Teen,Khalid
2018-02-07,Evolve,Imagine Dragons
2018-02-07,The Beautiful & Damned,G-Eazy
2018-02-07,Luv Is Rage 2,Lil Uzi Vert
2018-02-07,reputation,Taylor Swift
2018-02-07,Ctrl,SZA
2018-02-07,Life Of A Dark Rose,Lil Skies
2018-02-07,Revival,Eminem
2018-02-07,The Thrill Of It All,Sam Smith
2018-02-07,From A Room: Volume 2,Chris Stapleton
2018-02-07,Project Baby Two,Kodak Black
2018-02-07,2018 Grammy Nominees,Various Artists
2018-02-14,Man Of The Woods,Justin Timberlake
2018-02-14,Culture II,Migos
2018-02-14,The Greatest Showman,Soundtrack
2018-02-14,÷ (Divide),Ed Sheeran
2018-02-14,24K Magic,Bruno Mars
2018-02-14,Stoney,Post Malone
2018-02-14,DAMN.,Kendrick Lamar
2018-02-14,Camila,Camila Cabello
2018-02-14,Luv Is Rage 2,Lil Uzi Vert
2018-02-14,NOW 65,Various Artists
2018-02-14,American Teen,Khalid
2018-02-14,The Beautiful & Damned,G-Eazy
2018-02-14,Evolve,Imagine Dragons
2018-02-14,reputation,Taylor Swift
2018-02-14,Life Of A Dark Rose,Lil Skies
2018-02-14,Ctrl,SZA
2018-02-14,Perception,NF
2018-02-14,Amen,Rich Brian
2018-02-14,The Thrill Of It All,Sam Smith
2018-02-14,Here Come The Runts,AWOLNATION
2018-02-21,Black Panther: The Album; Music From And Inspired By,Soundtrack
2018-02-21,Man Of The Woods,Justin Timberlake
2018-02-21,The Greatest Showman,Soundtrack
2018-02-21,Culture II,Migos
2018-02-21,Fifty Shades Freed,Soundtrack
2018-02-21,÷ (Divide),Ed Sheeran
2018-02-21,24K Magic,Bruno Mars
2018-02-21,Stoney,Post Malone
2018-02-21,DAMN.,Kendrick Lamar
2018-02-21,Camila,Camila Cabello
2018-02-21,Luv Is Rage 2,Lil Uzi Vert
2018-02-21,American Teen,Khalid
2018-02-21,Evolve,Imagine Dragons
2018-02-21,reputation,Taylor Swift
2018-02-21,The Beautiful & Damned,G-Eazy
2018-02-21,Life Of A Dark Rose,Lil Skies
2018-02-21,Ctrl,SZA
2018-02-21,Perception,NF
2018-02-21,Revival,Eminem
2018-02-21,Hamilton: An American Musical,Original Broadway Cast
2018-02-28,Black Panther: The Album; Music From And Inspired By,Soundtrack
2018-02-28,Culture II,Migos
2018-02-28,The Greatest Showman,Soundtrack
2018-02-28,Victory Lap,Nipsey Hussle
2018-02-28,By The Way; I Forgive You,Brandi Carlile
2018-02-28,Man Of The Woods,Justin Timberlake
2018-02-28,÷ (Divide),Ed Sheeran
2018-02-28,DAMN.,Kendrick Lamar
2018-02-28,Stoney,Post Malone
2018-02-28,Fifty Shades Freed,Soundtrack
2018-02-28,24K Magic,Bruno Mars
2018-02-28,Camila,Camila Cabello
2018-02-28,Evolve,Imagine Dragons
2018-02-28,American Teen,Khalid
2018-02-28,Luv Is Rage 2,Lil Uzi Vert
2018-02-28,2 Heartless,Moneybagg Yo
2018-02-28,The Beautiful & Damned,G-Eazy
2018-02-28,Life Of A Dark Rose,Lil Skies
2018-02-28,Revival,Eminem
2018-02-28,The Thrill Of It All,Sam Smith
2018-03-07,This House Is Not For Sale,Bon Jovi
2018-03-07,Black Panther: The Album; Music From And Inspired By,Soundtrack
2018-03-07,Culture II,Migos
2018-03-07,DAY69,6ix9ine
2018-03-07,The Greatest Showman,Soundtrack
2018-03-07,÷ (Divide),Ed Sheeran
2018-03-07,Stoney,Post Malone
2018-03-07,Evolve,Imagine Dragons
2018-03-07,DAMN.,Kendrick Lamar
2018-03-07,Nation Of Two,Vance Joy
2018-03-07,Man Of The Woods,Justin Timberlake
2018-03-07,Camila,Camila Cabello
2018-03-07,24K Magic,Bruno Mars
2018-03-07,Victory Lap,Nipsey Hussle
2018-03-07,American Teen,Khalid
2018-03-07,Luv Is Rage 2,Lil Uzi Vert
2018-03-07,Fifty Shades Freed,Soundtrack
2018-03-07,Life Of A Dark Rose,Lil Skies
2018-03-07,The Beautiful & Damned,G-Eazy
2018-03-07,Ctrl,SZA
2018-03-14,Black Panther: The Album; Music From And Inspired By,Soundtrack
2018-03-14,The Greatest Showman,Soundtrack
2018-03-14,Memories Don't Die,Tory Lanez
2018-03-14,Culture II,Migos
2018-03-14,÷ (Divide),Ed Sheeran
2018-03-14,Stoney,Post Malone
2018-03-14,Evolve,Imagine Dragons
2018-03-14,Camila,Camila Cabello
2018-03-14,DAMN.,Kendrick Lamar
2018-03-14,DAY69,6ix9ine
2018-03-14,24K Magic,Bruno Mars
2018-03-14,Man Of The Woods,Justin Timberlake
2018-03-14,American Teen,Khalid
2018-03-14,Planet,Tech N9ne
2018-03-14,Luv Is Rage 2,Lil Uzi Vert
2018-03-14,Hamilton: An American Musical,Original Broadway Cast
2018-03-14,Life Of A Dark Rose,Lil Skies
2018-03-14,Ctrl,SZA
2018-03-14,The Beautiful & Damned,G-Eazy
2018-03-14,17,XXXTENTACION
2018-03-21,Bobby Tarantino II,Logic
2018-03-21,Lil Boat 2,Lil Yachty
2018-03-21,American Utopia,David Byrne
2018-03-21,Black Panther: The Album; Music From And Inspired By,Soundtrack
2018-03-21,Firepower,Judas Priest
2018-03-21,The Greatest Showman,Soundtrack
2018-03-21,Culture II,Migos
2018-03-21,Both Sides Of The Sky,Jimi Hendrix
2018-03-21,÷ (Divide),Ed Sheeran
2018-03-21,Stoney,Post Malone
2018-03-21,Tearing At The Seams,Nathaniel Rateliff & The Night Sweats
2018-03-21,Evolve,Imagine Dragons
2018-03-21,Camila,Camila Cabello
2018-03-21,Ray Ray From Summerhill,YFN Lucci
